
************ KERISE v3-2 ************
Battery Voltage: 4.093
24.399916	[X X]
24.399542	[X X]
24.399574	[X X]
24.400030	[X X]
24.400835	[X X]
24.401411	[X X]
24.401714	[X X]
24.401264	[X X]
24.400442	[X X]
24.400028	[X X]
24.399925	[X X]
24.400200	[X X]
24.400108	[X X]
24.399509	[X X]
24.399296	[X X]
24.399071	[X X]
24.399113	[X X]
24.399746	[X X]
24.399837	[X X]
24.399611	[X X]
24.399384	[X X]
24.398645	[X X]
24.397989	[X X]
24.398285	[X X]
24.399197	[X X]
24.400253	[X X]
24.401087	[X X]
24.400978	[X X]
24.400457	[X X]
24.400024	[X X]
24.399586	[X X]
24.399509	[X X]
24.399048	[X X]
24.398201	[X X]
24.397900	[X X]
24.397480	[X X]
24.397530	[X X]
24.398365	[X X]
24.399296	[X X]
24.400322	[X X]
24.400839	[X X]
24.400667	[X X]
24.399818	[X X]
24.399279	[X X]
24.399137	[X X]
24.399103	[X X]
24.399662	[X X]
24.399353	[X X]
24.398266	[X X]
24.397768	[X X]
24.397617	[X X]
24.398228	[X X]
24.399754	[X X]
24.401024	[X X]
24.401581	[X X]
24.401798	[X X]
24.402266	[X X]
24.403049	[X X]
24.404219	[X X]
24.405525	[X X]
24.405441	[X X]
24.404427	[X X]
24.403545	[X X]
24.402985	[X X]
24.403740	[X X]
24.404797	[X X]
24.405041	[X X]
24.405037	[X X]
24.404991	[X X]
24.405785	[X X]
24.407888	[X X]
24.411114	[X X]
24.414398	[X X]
24.417332	[X X]
24.420101	[X X]
24.421913	[X X]
24.424980	[X X]
24.429703	[X X]
24.435061	[X X]
24.441511	[X X]
24.447231	[X X]
24.451687	[X X]
24.455971	[X X]
24.461094	[X X]
24.467501	[X X]
24.475094	[X X]
24.483177	[X X]
24.491318	[X X]
24.499987	[X X]
24.508919	[X X]
24.518745	[X X]
24.529413	[X X]
24.540115	[X X]
24.551559	[X X]
24.563839	[X X]
24.576838	[X X]
24.590788	[X X]
24.605249	[X X]
24.620079	[X X]
24.635162	[X X]
24.651373	[X X]
24.669006	[X X]
24.687223	[X X]
24.706917	[X X]
24.727749	[X X]
24.750034	[X X]
24.775028	[X X]
24.801649	[X X]
24.829111	[X X]
24.856615	[X X]
24.883329	[X X]
24.909130	[X X]
24.934631	[X X]
24.960724	[X X]
24.987356	[X X]
25.014608	[X X]
25.042702	[X X]
25.071600	[X X]
25.101444	[X X]
25.132488	[X X]
25.164284	[X X]
25.196266	[X X]
25.227863	[X X]
25.259148	[X X]
25.290771	[X X]
25.322775	[X X]
25.355864	[X X]
25.389484	[X X]
25.423138	[X X]
25.457623	[X X]
25.493366	[X X]
25.530531	[X X]
25.568974	[X X]
25.608980	[X X]
